block_time,from,to,total_eth
2022-05-08T00:49:58+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\x3f1b0a5064cc517aa6a2f31f8f07a206f4d7f07a,4205.8
2022-03-29T20:36:37+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-23T13:56:44+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0
2022-04-11T11:59:08+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xfce9d04133701a77589615c23def7ba98289c8e2,2510.78492
2022-04-19T08:29:11+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-02T16:56:39+00:00,\xafabcdc2be58de2203b42d06ab7a956d47fecfb2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000995
2022-03-29T19:27:18+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-04-09T12:50:35+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-23T13:31:04+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0.0
2022-05-12T02:26:53+00:00,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,\xab346efef1ffe377cdad686abeab62e83df1099f,3003.3
2022-03-29T17:45:27+00:00,\x5c154585caa1aecda5842f576fe76ef95bee7f75,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00029
2022-09-27T16:06:23+00:00,\x63757fe32201b37d005b97812593fc6d228a5ed0,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,7e-06
2022-03-29T16:23:23+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-19T08:24:31+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-20T09:33:11+00:00,\xeb92ed6e619bcc7a892f559f7c2ff20e41a8d1e4,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-08
2022-03-23T13:54:53+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0
2022-03-31T10:04:40+00:00,\x7d6e2101951fa6bbd80cdab216138536ccef4597,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0002
2022-03-31T09:10:24+00:00,\xa25383af3386eee4e3b90e4571d88b70f7a6f105,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00018
2022-03-30T18:23:08+00:00,\x61693261218e43ba985d21ba9e2bbf71cf90a0d7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T17:00:16+00:00,\xc2da66c2d669d981455eec43357ae5cd3d388a01,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000666
2022-05-18T02:23:07+00:00,\x3e37627deaa754090fbfbb8bd226c1ce66d255e9,\xde4612757719829d1df069213a5f4317bb7503e7,5505.7
2022-04-03T09:44:16+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T04:07:47+00:00,\x732d98d7a175fbe528451732ae057417eeb2f74f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-03-29T16:45:01+00:00,\x83b3d0f157090c2a91f064b60f886137d62f2c00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-29T16:36:34+00:00,\xb6329a353e95f08281cfc204186d5fef122416d7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:56:22+00:00,\xaeacc53f6e7e46b317e18354bd16b3b0fa52ea27,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-31T11:18:30+00:00,\x88ecfb52b287cd7b1b64cfe5ba9a52f88a8a0f9c,\x098b716b8aaf21512996dc57eb0615e2383e2f96,8.5e-05
2022-03-29T17:22:40+00:00,\x00000000000360176d958e11c140308cd0863679,\x098b716b8aaf21512996dc57eb0615e2383e2f96,4.269e-09
2022-04-03T09:45:44+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T21:44:30+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-29T18:05:02+00:00,\x78fd8ea43ae2e19ed8c88e72d317d7bf5b25a8e3,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001310944427278948
2022-03-31T10:18:26+00:00,\x92647767780057bd115a97692d7e798d39b8d29e,\x098b716b8aaf21512996dc57eb0615e2383e2f96,8e-05
2022-03-29T16:44:26+00:00,\x3df264de02a63a8731c3ed3aed99f1765164a302,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-07
2022-03-29T16:14:20+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-19T14:41:25+00:00,\xe81cf3eb7abf2b369d2b4699e4baf788432cc82c,\x3cffd56b47b7b41c56258d9c7731abadc360e073,1e-05
2022-03-31T10:04:41+00:00,\x782efeedc604c6f17651c8f13d9f85beb68781c0,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1.0093856442188e-05
2022-03-29T16:46:04+00:00,\x06b1767503aec0d3e827cd27bb016f00f1cec862,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-29T16:48:33+00:00,\xaeacc53f6e7e46b317e18354bd16b3b0fa52ea27,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0016
2022-03-28T06:52:27+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x776b80e3fd97516ae3a2579cf4eae5ff5867d0f3,750.0
2022-04-09T12:49:34+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-23T18:57:39+00:00,\x34c5b753066d64f3585e4c73e68d5aeb94e3a79b,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,0.0
2022-03-29T16:12:24+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-07T02:13:09+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x429a66e7bd829f9453cee5239bfeaf5657a11a3e,2018.23529
2022-03-29T17:31:16+00:00,\x9602ed86a671816cdcad5cbb3748aabaeb2e2d06,\x098b716b8aaf21512996dc57eb0615e2383e2f96,5.2e-05
2022-03-23T13:29:09+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x1a2a1c938ce3ec39b6d47113c7955baa9dd454f2,0.0
2022-05-19T06:16:54+00:00,\x08723392ed15743cc38513c4925f5e6be5c17243,\x0dcb08eabb2bedf838226fb7b2c15a69132df8b2,3003.3
2022-03-29T16:56:22+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-29T16:23:23+00:00,\x5030af6967df26a2bd7788b1d830c952e8ae66e4,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T18:28:03+00:00,\x4a2d482e20d5c0f8767739f641eda0baa0740858,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-08
2022-05-18T13:26:25+00:00,\x08723392ed15743cc38513c4925f5e6be5c17243,\x9b72b693440042c3a8045c569c1f9b61b5a92fa9,3003.3
2022-03-30T09:32:33+00:00,\x404894eaf154f56323ff0338f2ae9f5b6ec66dd4,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000470710499537
2022-03-31T09:33:10+00:00,\x97cadef59aebd9d50d6a4f0c741d4ac3cfcb9fac,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00099
2022-04-20T09:31:18+00:00,\xd5e3b827ecce4f357beb6a13f5bc5a8fb96df591,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-05-11T19:01:14+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\xf5806e5c1c9402dcc87e9adf47bc7bc2f18cf556,0.5
2022-04-29T05:53:00+00:00,\xe00a220100f1efc8284fb41d7639411b47020c55,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,0.00123456789
2022-04-12T00:09:38+00:00,\xd690758a425ed7b2e3a225c2b40bc65300c67d4f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T16:19:55+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-19T08:26:45+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T21:39:38+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-19T08:27:22+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-05-02T02:08:22+00:00,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,\x622163f3f21752d359216343df88e9108495ca14,6612.8
2022-03-31T10:22:11+00:00,\x2341487393fab173de7022fe17fe2eacadabb7ea,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-05-03T07:15:20+00:00,\x53b6936513e738f44fb50d2b9476730c0ab3bfc1,\x002c93452d54b6d64bfa9879fcab14a74f1bdd44,8721.2914
2022-03-31T09:49:07+00:00,\x1e267fa128ac40e99894dbbc0cac669223f75f49,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.000102437618269097
2022-04-06T14:43:08+00:00,\xd3bf040c7079a6b5b6bfb5a71f842124100b01ef,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-30T06:20:41+00:00,\x11d396ea07fd9ebbd536a4b2df35f815c33ac41b,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-19T08:26:09+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T17:07:17+00:00,\x4e7a17c87d63ac3a78b718530a3f345c2feaeba2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.00042069
2022-03-30T07:42:07+00:00,\xdcf7dc3faf9dac86afffc197ca0e9f4b0e46ef76,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-29T16:20:12+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-04-05T02:35:59+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\xdf225c84a0eaeaaac20e6c1d369e94ee13b9df2a,1526.42983
2022-03-29T16:23:20+00:00,\x3f43613210c4f79efefcc9bdacf0a8d391714f3f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.01
2022-04-20T09:09:39+00:00,\xc3c972f575976dece74cb19cd4d7ec4c55fdf47f,\x098b716b8aaf21512996dc57eb0615e2383e2f96,6.9e-05
2022-03-30T05:37:49+00:00,\xab9c38ec226d73e2f1d5c128858114aaf05e2edf,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.01
2022-03-29T02:37:55+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x5d84a732b355ada31a36b33c446e3dee28f51555,1250.0
2022-05-05T07:37:10+00:00,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,\x1aff30f79a05d6505c7846c13dd669858eb52f49,5812.3
2022-03-29T16:47:57+00:00,\x935ba0bd43ea70148bd7bad8eebf28b778fdd16c,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-06
2022-03-29T21:45:52+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-03-29T16:32:09+00:00,\xa15e31f36d2b2544c89f474c1bf0cf45d5999999,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-04-24T06:47:49+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x35fb6f6db4fb05e6a4ce86f2c93691425626d4b1,33568.152
2022-03-30T18:22:11+00:00,\x61693261218e43ba985d21ba9e2bbf71cf90a0d7,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-31T11:09:22+00:00,\x57c1e26aaf9aea28773714179ec3d2abb1a6961a,\x098b716b8aaf21512996dc57eb0615e2383e2f96,5.0160203763877e-05
2022-04-27T14:37:25+00:00,\x68af8805f64dcbe82bebd3c22372d3bba2210e5c,\x098b716b8aaf21512996dc57eb0615e2383e2f96,1e-05
2022-03-31T10:08:30+00:00,\x9c69af9fdf53bb1809c5939b05cba4f197b65c6a,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.001
2022-03-29T16:33:12+00:00,\x4d655f108956e7872cd118214e4f5073c79dddd3,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-03-30T04:29:54+00:00,\xbd2e0db33a588178ef11869c002bd5c939224634,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0001
2022-04-09T12:49:46+00:00,\x03cf40b900971561ac6bd997ef1fe939dcbc95e2,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0
2022-03-29T18:45:03+00:00,\x5a5444f6b5d511f61ff7c3152054d4030f3891ca,\x098b716b8aaf21512996dc57eb0615e2383e2f96,0.0003
2022-05-13T08:58:34+00:00,\xf7b31119c2682c88d88d455dbb9d5932c65cf1be,\xfe4a0d465636ba3f6906818af88c1e01ae0d9d6e,3003.3
2022-03-28T02:30:38+00:00,\x098b716b8aaf21512996dc57eb0615e2383e2f96,\x776b80e3fd97516ae3a2579cf4eae5ff5867d0f3,500.0
